1939	35.1	52.7	98.3	211.3	139.1	235.4	172.2	293.5	266.7	182.1	53.8	9.8	1750.0
1940	0.0	53.9	65.2	163.4	54.3	185.7	28.4	187.0	191.5	72.3	65.8	26.9	1094.4
1941	51.7	64.5	157.0	75.1	206.9	209.6	673.7	181.5	218.6	54.6	165.6	96.4	2155.2
1942	5.9	75.7	113.6	155.0	132.6	171.9	8.6	277.3	278.0	147.4	81.6	21.9	1469.5
1943	61.9	91.2	31.4	120.3	131.5	125.2	134.9	109.0	186.3	363.4	22.5	13.7	1391.3
1944	12.3	27.7	118.1	188.8	69.4	93.0	118.7	53.2	76.9	418.8	129.2	22.7	1328.8
1945	2.1	100.3	57.0	94.0	130.9	89.1	208.5	126.8	118.4	530.8	120.8	37.2	1615.9
1946	33.4	95.4	103.7	118.8	113.3	59.7	127.0	56.2	145.5	234.3	113.1	35.9	1236.3
1947	69.9	36.0	77.0	62.1	146.6	90.1	19.9	128.0	213.2	121.4	27.2	46.4	1037.8
1948	39.7	75.5	67.4	149.2	93.4	215.5	323.0	287.6	197.6	65.0	193.3	50.2	1757.4
1949	54.5	70.9	56.8	120.5	109.7	284.3	81.6	253.2	200.1	296.9	167.1	86.5	1782.1
1950	89.3	78.7	69.3	147.4	111.8	372.1	253.8	297.7	64.9	223.5	116.4	126.8	1951.7
1951	36.4	120.4	149.1	177.1	86.4	144.3	157.4	220.6	217.8	170.1	68.4	41.8	1589.8
1952	98.9	79.9	221.2	202.8	136.7	242.6	205.3	73.3	129.0	105.0	124.4	21.5	1640.6
1953	38.2	42.1	136.5	49.6	170.3	191.2	183.8	247.2	248.1	144.0	21.3	47.1	1519.4
1954	120.4	53.0	115.2	177.3	136.8	304.5	121.9	120.8	246.4	145.1	149.6	79.7	1770.7
1955	43.3	89.4	170.5	87.5	158.2	81.0	71.0	201.9	197.9	319.4	110.3	23.5	1553.9
1956	102.2	52.3	152.6	137.5	309.1	151.6	64.8	107.1	197.1	302.8	75.9	4.3	1657.3
1957	2.6	93.9	77.4	118.5	164.1	320.9	143.1	47.4	243.6	121.8	51.6	115.1	1500.0
1958	69.5	67.1	62.9	47.5	80.3	63.0	197.5	83.4	670.9	275.9	89.4	97.5	1804.9
1959	54.7	115.3	92.3	162.7	196.9	123.0	71.0	137.2	162.0	217.3	117.6	176.3	1626.3
1960	31.2	8.8	71.2	164.8	124.8	83.0	31.6	215.0	177.1	182.0	123.1	69.3	1281.9
1961	39.0	43.5	106.6	183.1	55.5	305.5	29.5	30.9	37.0	338.4	50.7	40.5	1260.2
1962	40.5	13.5	65.5	124.2	211.5	244.5	166.9	50.1	4.9	119.8	151.8	62.8	1256.0
1963	0.2	21.3	86.7	76.1	135.1	248.2	65.9	382.2	144.2	294.7	90.6	29.8	1575.0
1964	144.6	64.0	99.7	94.2	80.4	139.9	45.9	110.8	132.4	130.5	50.3	47.5	1140.2
1965	48.0	10.5	44.5	87.0	400.0	219.5	97.0	234.5	204.5	53.0	131.5	66.0	1596.0
1966	23.6	122.0	99.9	133.7	196.2	510.2	160.8	54.5	197.1	108.5	29.0	8.0	1643.5
1967	32.2	43.8	69.7	104.7	49.3	109.3	89.2	67.3	148.8	214.7	61.4	32.9	1023.3
1968	9.5	48.0	94.0	117.5	185.5	175.0	136.0	256.0	109.5	152.5	19.5	188.0	1491.0
1969	54.5	100.0	121.0	73.0	88.5	187.5	102.0	131.5	238.5	146.0	93.5	7.0	1343.0
1970	58.5	34.5	46.5	94.0	161.5	218.0	118.5	20.5	86.0	98.5	144.5	41.0	1122.0
1971	32.0	38.0	67.5	134.0	110.0	91.5	153.5	195.0	273.0	258.5	30.5	55.0	1438.5
1972	113.5	142.0	44.0	186.5	116.0	107.0	301.0	94.5	281.0	43.5	43.0	155.5	1627.5
1973	136.0	45.0	10.0	143.0	97.5	121.5	49.5	50.0	155.0	237.5	104.5	0.0	1149.5
1974	29.0	58.5	114.0	151.0	93.5	204.5	270.5	179.0	246.5	165.0	30.5	38.5	1580.5
1975	67.5	75.0	108.0	161.5	151.0	106.5	175.5	26.5	99.5	273.0	245.0	51.5	1540.5
1976	0.5	128.0	87.0	129.0	218.0	186.0	102.0	159.0	284.0	155.0	78.0	31.0	1557.5
1977	19.5	27.0	167.0	110.5	96.5	202.5	91.0	290.5	233.5	60.0	102.5	53.5	1454.0
1978	28.0	32.0	115.5	186.5	130.0	104.0	45.0	26.0	124.0	147.0	65.0	27.0	1030.0
1979	59.0	96.0	92.0	109.5	148.5	63.0	88.5	104.5	146.5	320.5	182.5	43.0	1453.5
1980	88.5	26.0	173.5	107.0	154.5	172.5	202.0	168.5	181.5	136.0	133.5	34.0	1577.5
1981	3.5	38.0	113.0	166.0	151.5	103.0	167.0	133.0	138.5	343.5	99.0	7.5	1463.5
1982	32.5	51.5	73.0	134.0	85.5	224.5	140.0	152.5	371.5	159.5	136.0	15.0	1575.5
1983	29.5	50.5	99.0	114.5	105.5	198.0	141.5	168.5	242.5	130.0	53.5	7.5	1340.5
1984	50.0	51.0	69.0	64.0	77.5	202.0	81.5	31.5	61.0	73.5	50.5	68.0	879.5
1985	4.5	142.0	134.5	201.5	89.5	381.0	115.0	146.0	106.0	92.5	85.5	18.5	1516.5
1986	15.0	27.5	188.0	88.0	210.0	138.0	137.0	233.5	190.5	74.0	41.0	115.5	1458.0
1987	38.0	29.5	94.0	42.5	65.0	120.5	146.5	45.5	214.5	193.0	39.5	60.5	1089.0
1988	28.0	17.5	185.0	107.5	144.0	198.0	158.0	341.5	251.5	58.5	26.0	0.0	1515.5
1989	95.0	107.0	118.0	187.0	210.0	205.0	154.0	360.5	204.0	197.0	71.0	29.0	1937.5
1990	32.5	116.5	97.5	137.5	120.5	68.0	51.0	181.5	287.0	148.5	234.0	38.0	1512.5
1991	55.0	69.0	164.0	112.5	61.0	142.0	72.0	238.0	445.5	533.0	114.0	36.0	2042.0
1992	50.0	36.0	205.0	167.5	134.0	237.0	111.5	9.0	108.0	328.0	168.0	65.5	1619.5
1993	115.0	57.0	60.5	58.0	65.5	260.0	316.5	412.0	140.0	156.0	167.0	65.0	1872.5
1994	50.0	88.5	114.5	49.0	133.5	144.5	93.5	92.5	235.0	57.0	50.5	23.0	1131.5
1995	36.0	27.0	180.0	99.5	204.5	185.5	171.0	31.0	164.5	79.0	42.0	0.0	1220.0
1996	13.0	45.0	118.0	111.0	128.0	36.0	253.5	31.5	382.0	83.5	84.0	48.0	1333.5
1997	29.0	21.5	106.0	105.5	186.0	170.5	185.0	144.0	204.0	19.0	91.0	40.5	1302.0
1998	122.0	110.5	108.0	188.0	140.5	150.5	156.5	143.5	229.0	142.5	7.5	48.0	1546.5
1999	19.5	35.5	144.5	205.0	103.5	192.5	342.0	301.0	91.0	87.5	93.0	7.0	1622.0
